CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
126.04,834.96,100.0,42.945,,91.995,95.57,22.03,22.75,174.53
125.9,835.07,99.99,42.94,155.09,92.06,95.59,21.99,22.74,174.68
125.85,835.48,100.02,42.93,154.9,92.13,95.53,22.0,22.76,174.77
125.95,834.96,100.1,42.93,154.79,92.19,95.57,22.0,22.73,174.88
126.04,834.86,100.12,42.94,154.81,92.15,95.63,22.0,22.7401,174.91
126.03,834.5499999999998,100.12,42.9,154.77,92.21,95.59,21.99,22.734,174.8
125.98500000000003,834.25,100.05,42.855,154.64,92.25,95.49,21.99,22.75,174.63
125.86000000000003,833.965,100.06,42.865,154.71,92.2799,95.49,21.97,22.73,174.61
125.83,834.2999999999998,100.06,42.895,154.72,,,,,174.76
125.86000000000003,834.1749999999998,100.045,42.895,154.735,92.25,95.51,21.93,22.7,174.72
125.9,834.455,99.98,42.895,154.67,92.27,,21.895,22.66,174.67
125.92,834.56,100.01,42.86,154.65,92.28,95.65,22.01,22.77,174.72
125.93,834.09,100.0,42.825,154.67,92.27,95.68,21.95,,174.72999999999996
125.97,834.23,100.085,42.835,,92.39980000000003,95.68,22.0,22.85,174.83
125.91,833.88,100.12,42.84,154.53,92.24,95.64,22.05,22.85,174.71
125.875,833.89,100.12,42.84,154.4202,92.15,95.69,,22.84,174.78
125.85,833.855,100.18,42.86,,92.11000000000001,95.72,22.02,,174.9
125.86000000000003,833.855,100.215,42.865,154.47,92.03,95.73,,22.83,174.82
125.91,833.95,100.33,42.88,154.57,92.03,95.72,22.05,22.87,174.81
125.95,833.8999999999999,100.31,42.84,,92.07,95.63,22.04,22.87,174.81
126.05,833.81,100.3,42.85,154.65,92.08,95.63,,,174.83
126.02,833.94,100.19,42.85,154.63,92.0062,95.59,22.055,22.86,174.74
125.92,833.46,100.18,42.85,,91.97,95.53,,,174.72999999999996
125.91,833.6499999999999,100.19,42.85,154.69,91.93,95.5,,22.83,
125.91,833.2799999999999,100.16,42.83,,91.8,95.46,21.965,22.77,174.57
125.82,833.45,100.16,42.815,154.55,91.83,95.48,,,174.58
125.69,833.2949999999998,100.09,42.79,154.57499999999996,91.74,95.45,,22.78,174.44999999999996
125.725,833.25,100.01,42.78,154.395,91.68,95.43,21.95,22.74,174.37
125.65,833.56,100.02,42.8,154.44999999999996,91.71,95.49,21.945,,174.4
125.6835,833.0399999999998,99.97,42.765,,91.6,95.43,,22.71,174.3
125.67,833.46,99.9,42.77,154.36,91.68,95.445,21.92,22.72,174.18
,833.22,99.97,42.775,,91.69,95.55,,22.72,174.14
125.65,833.065,99.93,42.7799,,91.64,95.5,21.92,22.69,174.07
125.56,832.9099999999999,99.88,42.78,154.12,91.59,95.5,21.9002,22.68,173.965
125.58,831.84,99.8846,42.795,,91.64,95.46,21.88,22.72,173.97999999999996
125.64,832.51,99.9,42.8092,154.33,91.71,95.56,21.96,22.72,173.925
,832.4631,99.88,42.8,154.31,91.66,95.55,21.93,22.72,173.93
,832.6599999999999,99.88,42.8,154.25,91.63,95.54,21.91,22.72,173.78
125.68,832.43,99.83,42.805,154.19999999999996,91.6,95.54,21.9239,22.74,173.8
125.56,831.56,99.79,42.8,154.29,91.5,95.525,21.94,22.73,173.76
125.38,830.75,99.65,42.74,153.94999999999996,91.34,95.29,21.92,22.7,173.69999999999996
125.33,830.52,99.6,42.72,153.85,91.27,95.29,21.89,,173.71
125.31,830.735,99.6,42.75,153.815,91.34,95.33,,,173.72
125.4,831.2,99.52,42.76,153.91,91.34,95.31,,22.68,173.72999999999996
125.43,831.4442,99.5,42.76,153.91,91.39,95.281,21.91,22.71,173.81
,831.22,99.48,42.78,153.83,91.29,95.33,,,173.74
125.35,831.02,99.5,42.79,153.72999999999996,91.25,95.295,21.91,22.7,173.69999999999996
125.3289,830.7,99.455,42.79,153.83,91.31,95.28,21.87,22.7,173.6
125.32,830.88,99.37,42.81,154.0,91.34,95.3125,,22.69,173.53
125.4401,831.58,99.41,42.83,154.03,91.44,95.44,21.98,22.77,173.61
125.43,831.95,99.42,42.84,153.96,91.43,95.39,22.0,22.8,173.53
125.41,832.0499999999998,99.4,42.845,153.93,91.37,95.41,,,173.52
125.47,831.6108,99.36000000000003,42.85,153.93,91.35,95.44,21.99,22.8,173.46
,831.4099999999999,99.34,42.84,153.955,91.27,95.39,22.0,,173.35499999999996
,831.49,,42.81,153.94,91.26,95.405,21.976,,173.28
125.42,831.27,99.3,42.79,153.93,91.31,95.415,,22.77,173.32
125.4,831.2899999999998,99.29,42.8037,153.86,91.36000000000001,95.41,21.98,22.77,173.47999999999996
125.44,831.39,99.31,42.83,153.9,91.41,95.44,,22.77,173.62
125.41,832.31,99.325,42.86,153.85,91.45,95.49,,22.77,173.62
125.42,832.38,,42.83,153.96,91.42,,21.99,22.76,173.66
,832.4199999999998,99.38,42.83,153.82,91.37,95.52,21.98,,173.585
125.335,832.51,99.36000000000003,42.77,153.66,91.32,95.49,,22.75,173.62
125.31,832.46,99.36000000000003,42.8,153.7152,91.3218,95.53,,,173.72999999999996
125.295,832.365,99.39,42.81,153.83,91.28,95.55,,22.74,173.84
125.34,832.7718,99.4,42.8,,91.3,95.53,21.94,,174.06
125.17,832.8999999999999,99.38,42.78,153.809,91.25,95.45,21.93,22.71,173.88
125.18,832.88,99.41,42.75,153.66,91.2,95.5,21.91,,173.76
125.17,833.2399,99.38,42.74,153.62,91.18,,21.93,,173.68
125.11000000000003,832.52,99.36000000000003,42.775,153.71,91.14,95.435,21.94,,173.59
125.11000000000003,832.5499999999998,99.415,42.79,153.65,91.14,95.42,21.8901,22.64,173.65
125.2,832.955,99.41,42.79,153.935,91.18,95.39,,22.65,
125.19,832.84,99.4,42.8,153.93,91.14,95.41,21.88,22.66,173.72
125.22,833.02,99.4,42.8,153.96,91.21,95.44,21.91,22.69,
125.26,833.25,99.39,42.81,153.955,91.19,95.44,,22.695,173.81
125.2,833.21,99.39,42.81,,91.1501,95.44,,22.69,173.91
125.18,833.2899999999998,,42.82,153.99,91.14,,,22.69,173.87
125.19,833.1801,99.41,42.82,153.94,91.1,,,22.7,173.91
,832.9839999999999,,42.79,153.94999999999996,91.08,95.43,21.89,22.68,173.85
125.12,833.07,,42.8,153.955,91.12,95.47,21.93,22.69,173.85
125.13,833.1353,,42.8,154.06,91.075,95.42,,22.7,173.8376
125.09,832.98,99.33,42.82,154.12,91.05,95.35,,22.69,173.9
125.14,833.19,99.34,42.845,154.16,91.12,95.36000000000003,21.93,22.7,173.92
,832.81,99.31,42.83,,91.14,95.33,21.94,22.71,173.945
125.15,832.33,99.33,42.7999,153.92,91.01,95.29,,,173.87
125.16,832.5249999999999,99.26540000000003,42.79,153.99,91.02,95.2695,,22.67,173.94999999999996
125.23,832.81,99.32,42.8,,91.07,95.28,,22.66,173.845
125.18,832.7999999999998,99.33,42.7992,154.13,91.06,95.24,21.92,22.7,173.86
125.16,832.5249999999999,99.32,42.76,154.06,91.105,95.19,21.92,22.68,173.74
125.23,832.45,,42.77,153.97999999999996,91.08,95.24,,,173.72
,832.26,99.32,42.755,154.05,91.105,,,22.66,173.55
125.18,832.09,99.28,42.74,,91.105,95.18,,22.67,173.57499999999996
125.12,832.62,99.31,42.765,154.07,91.15,95.23,21.93,22.69,173.77
125.16,832.47,99.33,42.78,154.13,91.22,95.19,,22.71,
125.18,831.94,99.34,42.79,154.08,,,21.93,,173.66
,831.6,,42.78,154.07,91.19,95.12,21.9,22.69,173.58
125.04,830.7,99.31,42.71,153.925,91.03,95.02,21.92,22.67,173.5
125.0,830.5,99.27,42.72,153.96,91.04,94.98,21.9,22.66,173.35
124.97,830.5,99.305,42.7,153.795,91.05,94.95,21.87,22.64,173.25
125.05,830.94,99.34,42.7,153.84,91.04,94.937,21.86,22.62,173.2669
125.08,831.02,,42.68,153.92,,94.96,21.85,22.61,173.29
125.045,831.1499999999999,99.325,42.68,153.8656,91.03,94.98,21.84,22.6,173.22999999999996
125.0361,831.06,99.305,42.67,153.8504,91.05,94.98,21.83,22.62,173.25
125.14,831.26,99.32,42.66,153.88,91.13,94.99,21.94,22.71,173.3
125.14,831.06,99.41,42.66,153.94,91.16,95.02,21.91,22.67,173.27
125.19,831.43,99.42,42.665,153.97,91.17,95.05,,22.68,173.44
125.25,831.64,99.48,42.69,154.13,91.21,95.07,21.92,22.69,173.47
125.164,831.6,99.465,42.69,,91.15,95.07,21.91,22.66,
125.145,831.3999999999999,,42.7,,91.14,,,22.66,
125.08,831.2799999999999,99.44,42.695,154.0865,91.1,95.085,,22.65,173.43
125.13,831.355,99.44,42.7,154.15,91.11000000000001,95.11000000000003,,,
125.16,831.56,99.49,42.74,154.16,91.16,95.12,,22.65,173.46
125.22,832.02,99.51,42.75,154.24,91.2,95.24,21.92,22.66,173.55
,831.465,99.55,42.765,154.35,91.08,95.245,,22.66,173.52
125.29,832.0,99.5286,42.75,154.41,91.11000000000001,95.25,,,
125.23,831.8858,99.56,42.735,154.31,91.07,95.25,,,173.415
125.25,831.7812,99.55,42.72,154.16,,95.245,21.91,22.65,
,831.83,99.56,42.72,154.185,91.07,95.2725,21.91,22.645,
125.27,831.9099999999999,99.56,42.745,154.24,91.085,95.22,,22.63,173.49
125.35,831.98,99.61000000000003,42.76,154.36,91.14,95.264,21.88,22.63,173.54
125.39,831.77,99.62,42.785,,91.13,95.23,21.87,22.65,
,831.96,99.62,42.78,,91.17,95.28,21.91,22.62,
125.45,831.85,99.65,42.77,154.35,91.15,95.32,,,173.63
125.41,,99.68,42.77,154.35499999999996,,95.32,21.89,22.63,173.54
125.48,832.0,99.69,42.8,154.44999999999996,91.21,95.35,21.88,22.65,173.74
,832.12,99.73,42.78,154.53,91.16,95.33,,22.6393,173.69999999999996
125.56,832.3138,99.74,42.785,154.65,91.18,95.39,,22.63,173.72999999999996
125.56,832.2799999999999,99.73,42.78,,91.18,95.35,21.83,22.58,173.64
125.46,,99.73,42.77,154.56,,,21.83,22.62,173.6
,832.4489,99.74,42.76,154.57,91.1,95.42,21.84,22.63,173.54
,832.5249999999999,99.74,42.76,154.625,91.13,95.45,,22.63,
125.52,832.3999999999999,99.69,42.77,154.66,91.08,95.47,21.85,,
,832.35,99.66,42.76,154.66,,95.46,,,
,832.07,99.52,42.76,154.59,91.11000000000001,95.47,,,173.53
,831.97,,42.775,,91.11000000000001,95.45,,,
125.5233,832.1499999999999,99.56,42.77,154.58,91.07,95.44,,,173.44
125.505,832.38,99.55,42.7773,,91.1,95.45,,,173.54
125.55,832.37,99.51,42.775,,91.09,95.45,21.84,22.63,173.49
125.52,832.6379,99.5,42.79,,91.09,95.46,21.84,22.62,173.55
125.49,832.43,99.53,42.79,154.64,91.11000000000001,95.48,21.8,,
125.445,832.2899999999998,99.47,42.815,154.68,91.06,95.42,21.82,22.605,173.46
125.45,832.14,99.44,42.79,154.63,91.05,95.42,21.8,,173.39
125.45,832.21,99.42,42.805,154.611,91.0,95.45,21.8,22.585,173.39
,832.31,99.45,42.79,154.69,91.0,,21.8,22.58,173.44999999999996
125.48,832.7,99.44,42.8,154.72999999999996,91.05,95.45,21.75,22.585,
125.49,832.51,99.45,42.775,154.65,91.05,95.44,,22.585,173.39
,832.57,,42.77,154.72,,95.45,21.73,22.57,
,832.71,99.51,42.78,,91.03,95.45,21.73,22.56,173.34
125.52,832.46,99.5,42.78,154.69999999999996,90.99,,21.71,22.54,173.33
125.53,,,42.8,154.725,90.95,,21.7,22.54,173.31
,832.74,,42.8,154.75,,95.48,21.72,22.56,
125.51,833.02,99.51,42.795,,90.95,95.51,21.74,22.59,173.43
,833.1096,99.47,42.785,154.78,90.96,95.43,,,173.43
125.43,832.9249999999998,99.5,42.8,154.745,90.95,95.46,,22.61,173.5
125.48,833.705,99.52,42.817,154.69,90.92,95.52,21.76,22.61,173.51
125.3566,833.4327,99.54,42.81,154.79,90.93,95.48,,22.65,173.6
125.42,833.5754,99.541,42.82,,90.93,95.51,,22.65,
125.45,833.82,99.6,42.815,154.74,91.0,95.54,,22.64,173.63
125.4672,834.0299999999999,99.51,42.8,154.77,90.96,95.54,,22.69,
,834.06,99.5,42.825,154.69999999999996,90.97,,,22.7,173.71
125.49,834.2,99.48,42.815,154.77,90.9802,95.55,21.83,22.73,173.71
125.47,834.23,99.48,42.84,154.76,91.0117,95.58,21.87,22.76,173.59
,834.2199,99.5,42.815,154.69,90.98,95.58,,22.76,173.49
125.39,833.95,99.51,42.795,154.715,91.02,95.58,21.86,22.74,
125.39,833.75,99.44,42.78,154.66,91.05,95.58,,22.74,173.43
125.37,834.0756,99.4728,42.78,154.72999999999996,91.04,95.62,,22.76,173.44
,834.38,99.48,42.775,154.69,,95.65,21.89,22.77,173.44999999999996
125.43,834.63,99.49,42.79,154.77,91.02,95.68,21.89,22.79,173.61
,834.59,99.48,42.81,,91.08,95.66,21.87,22.77,
125.44,834.975,99.5,42.81,154.84,91.09,95.67,,22.77,173.62
,835.12,99.49,42.82,154.82499999999996,91.02,95.69,,22.76,173.66
,835.1,99.48,42.815,,,95.7,,22.765,173.65
,835.1599999999999,99.48,42.8354,154.85,91.04,95.71,,22.7425,173.6525
125.39,835.33,99.48,42.82,154.8,91.03,95.67,21.84,22.705,173.61
125.3418,835.18,99.5,42.83,154.76,91.04,95.68,21.8322,22.71,
125.37,834.71,99.47,42.83,154.75,90.99,95.63,,22.705,173.611
125.36000000000003,834.93,99.44,42.835,154.86,91.03,95.62,21.82,22.71,173.55
125.355,834.76,99.42,42.84,154.86,91.04,95.65,21.82,22.725,
125.3,834.5,99.31,42.8,154.82,91.0,95.58,21.84,22.725,173.43
125.33,834.5859,99.33,42.818000000000005,154.75,91.03,95.56,,22.73,173.43
,834.46,99.32,42.81,154.82,91.04,95.54,,22.725,
125.27,834.61,99.36000000000003,42.81,154.7448,91.03,95.54,21.87,22.76,173.425
,834.7510000000001,99.36000000000003,42.8,154.77,91.02,95.5027,21.86,22.76,173.52
,834.88,99.36000000000003,42.78,154.8,,95.495,,22.75,173.59
125.31,,99.36000000000003,42.79,154.8,,95.52,,22.75,173.66
,834.9199999999998,99.36000000000003,42.76,,90.98500000000001,95.51,,22.74,173.63
125.22,834.75,99.36000000000003,42.73,154.69999999999996,90.95,95.44,21.85,22.73,173.47
125.18,834.89,99.36000000000003,42.73,154.61,90.86000000000001,95.42,,22.72,
125.2,834.68,99.4,42.725,154.61,90.83,95.44,,,173.46
,835.0299999999999,99.39,42.73,154.63,90.82,95.43,,22.72,
,835.1499999999999,99.41,42.72,154.62,90.77,,,22.76,173.44999999999996
,835.1,99.4,42.71,154.6,90.73,95.44,21.88,22.78,173.44999999999996
125.1472,835.13,99.376,42.715,154.5838,90.7,95.35,21.87,22.735,173.5
125.05,834.75,99.38,42.69,154.55,90.65,95.31,21.81,22.73,173.33
125.01,834.73,99.36000000000003,42.7,,90.7,95.32,,,173.26
,834.3999999999999,,,,90.63,95.29,,22.73,173.41
125.01,834.2899999999998,99.37,42.71,,90.59,95.26,,22.73,173.37
125.1,834.84,99.38,42.715,154.58,90.62,95.3,21.82,22.72,173.435
125.13,834.7899999999998,99.34,42.72,154.56,90.67,95.285,,22.715,173.38
125.07,834.6979,99.33,42.705,,90.66,95.26,,22.71,
125.07,834.6499999999999,99.31,42.69,,90.6299,95.21,21.79,22.69,173.31
125.13,835.01,99.35,42.71,154.6,90.72,95.2774,21.79,22.69,
125.14,835.57,99.37,42.74,154.66,90.76,95.3345,,22.69,173.375
,835.5399999999998,99.39,42.72,154.62,90.68,95.32,,22.69,
125.11000000000003,835.63,99.38,42.7,154.58,90.64,95.27,21.86,22.75,
125.09,835.75,99.37,42.72,154.55,,95.29,21.82,22.71,
125.09,,99.38,42.71,,90.63,,,22.73,
125.1,835.99,99.34,42.71,154.63,90.66,95.31,,22.71,
125.09,835.96,99.4,42.735,,90.66,95.34,21.81,22.71,
,835.93,99.39,42.735,154.6,90.66,,21.81,22.69,173.34
,836.2999999999998,99.37,42.75,154.559,90.63,95.46,21.76,22.68,173.32
125.09,836.44,99.37,42.75,,90.67,95.43,,,173.26
125.06,836.1599999999999,99.34,42.73,154.64,90.66,95.47,,22.66,173.26
125.0,836.11,99.34,42.72,154.65,90.61000000000001,95.49,21.73,22.65,173.26
125.0,836.6499999999999,99.31,42.73,,90.595,95.54,21.82,22.745,173.36
125.015,836.7799999999999,99.2901,42.78,154.69,90.64,95.58,,22.74,173.46
124.99,836.1599999999999,99.33,42.78,154.6,90.59,95.58,21.83,22.75,173.37
125.0,836.27,99.33,42.77,154.635,90.56,95.57,,22.74,173.47
124.98,836.335,99.31,42.77,154.69999999999996,90.54,95.615,21.86,22.77,
124.93,836.21,99.34,42.76,154.67,90.57,95.59,21.85,22.75,173.37
124.97,836.22,99.32,42.75,154.67,,,,22.75,173.35
124.99,836.1,99.35,42.75,154.55,90.59,,21.82,22.74,173.35
,836.09,99.35,42.73,,90.58,95.59,21.84,22.74,173.36
125.005,835.9199999999998,99.34,42.73,154.56,90.5868,95.6,21.84,22.76,173.2501
125.005,836.0299999999999,99.33,42.745,154.62,90.61000000000001,95.61000000000003,,,173.25
125.0,835.94,99.32,42.745,154.65,90.59,95.64,21.85,22.76,
124.97,835.845,99.31,42.745,,90.56,95.6,21.81,22.755,173.25
125.0,836.2,99.33,42.75,154.67,90.59,95.66,,22.74,173.36
,836.1905,99.33,42.78,,,95.67,21.81,22.735,
125.03,836.0,99.34,42.79,154.67,90.67,95.65,,22.73,173.51
125.02,836.31,99.32,42.77,154.66,90.61000000000001,95.64,,22.735,173.44999999999996
,836.4199999999998,99.33,42.755,154.6599,90.6,95.64,21.8,22.735,173.42
124.95,836.36,99.33,42.75,154.57,90.52,95.61000000000003,,22.74,173.4
124.96,835.98,99.33,42.74,154.54,90.5,95.62,,22.7346,173.4
124.96,836.2899999999998,99.33,42.75,,90.54,95.64,21.83,22.74,173.53
,836.24,99.33,42.7425,154.57,90.51,95.6,21.82,22.73,173.46
124.975,836.135,99.34,42.74,154.54,90.55,95.59,21.82,22.715,
124.98,836.0,99.33,42.75,154.56,90.56,95.6,,22.715,173.42
125.04,836.24,99.33,42.77,154.63,90.54,95.64,21.84,22.75,173.483
125.04,836.3999999999999,99.34,42.775,154.67,90.6,95.67,21.84,22.76,173.4615
125.03,836.56,99.3,42.795,154.74,90.62,95.66,21.86,22.77,173.57499999999996
125.0,836.565,99.29,42.8,154.77,90.595,95.66,21.83,,173.595
124.9699,836.76,99.32,42.8093,154.89,90.56,95.71,21.86,22.79,173.7413
125.01,837.334,99.34,42.8269,154.8957,90.62,95.78,,22.76,173.8068
125.09,837.2355,99.3,42.84,154.93,90.66,95.82,21.86,22.75,173.94
125.12,837.22,99.3101,42.85,155.02,90.61000000000001,95.79,,,173.94999999999996
125.1299,837.07,99.32,42.85,,90.58,95.8,21.86,22.77,
125.15,837.0499999999998,99.34,42.84,155.0,90.57,95.81,21.87,22.8,173.9
125.1,837.0499999999998,99.33,42.82,154.915,90.58,95.74,21.87,22.78,173.96
125.14,837.4099999999999,99.36000000000003,42.79,154.85,90.57,95.725,21.87,22.79,173.94
125.16,837.69,99.39,42.82,154.77,90.59,95.75,21.87,22.79,
125.17,837.625,99.44,42.8,154.77,90.61000000000001,95.92,21.88,22.79,173.93
125.15,837.18,,42.79,154.81,90.58,95.9,21.89,22.815,173.87
125.18,837.5,99.45160000000003,42.805,154.75,90.6,95.91,21.86,22.795,173.96
,837.56,99.47,42.8,154.755,90.62,95.88,,,173.91400000000002
125.28,838.3599,99.52,42.82,154.97,90.7308,95.96,21.86,22.81,174.1
,838.11,99.53,42.825,155.0,90.74,95.99,21.88,22.82,
125.27,838.56,99.57,42.83,154.9511,90.85,96.06,21.88,22.8,174.25
125.32,838.5351,99.66,42.85,155.03,90.93,96.1,21.86,22.81,
125.32,838.82,99.68,42.84,155.03,90.96,96.08,21.88,22.8,174.36
125.33,838.83,99.67,42.865,155.05,90.92,96.12,21.88,22.8,174.25
125.26,838.18,99.66,42.86,154.965,90.9,96.06,21.87,22.79,174.11
,838.3999999999999,99.685,42.852,154.89,90.84,96.08,,22.78,174.1
125.23,838.6499999999999,99.695,42.86,154.945,90.92,96.21,21.87,,174.14
125.16,838.5,99.705,42.86,155.02,90.97,96.21,,22.785,174.125
125.2,838.5,99.69,42.86,155.03,91.0,96.205,21.86,22.78,174.06
125.18,838.5299999999999,99.6425,42.84,155.0299,90.98,96.22,,22.75,174.05
,838.57,99.62,42.835,155.03,90.956,96.14,21.82,22.75,173.99
125.11000000000003,838.68,99.65,42.825,155.01,90.97,96.18,21.88,22.7875,173.97
125.12,838.68,99.64,42.86,154.9825,91.007,96.15,21.86,22.785,174.08
125.08,838.64,99.64,42.86,154.96,91.028,96.18,21.86,22.79,
125.04,838.48,99.62,42.865,154.94999999999996,91.01,96.14,,,174.19
125.0,838.08,99.59,42.865,,91.03,96.1,,,174.22999999999996
125.01,838.185,99.62,42.86,154.9,,96.16,,22.785,174.185
125.0,838.27,99.61000000000003,42.86,154.88,91.03,96.255,21.8663,22.78,174.185
125.01,838.7443,99.6001,42.88,154.97999999999996,91.08,96.25,21.84,22.78,174.34
125.03,838.5399999999998,99.6,42.86,154.93,91.075,96.21,21.87,22.79,174.47
125.0,838.46,99.62,42.84,154.87,91.1,96.19,21.88,22.8,174.49
125.0,838.6,99.66,42.825,154.86,91.067,96.15,21.88,22.8,174.56
125.0,838.63,99.648,42.835,154.915,90.98,96.22,,,174.6
125.0,838.5399999999998,99.63,42.83,154.85,91.0,96.18,21.89,22.8,174.69999999999996
124.98,838.505,99.6008,42.825,154.8,90.96,96.17,21.88,22.79,
124.98,838.5,99.63,42.84,154.76,90.92,96.15,21.85,,174.535
124.98,838.6699999999998,99.61000000000003,42.85,154.8,90.91,96.15,,,174.53
124.98,838.8999999999999,99.67,42.85,154.76,90.96,96.18,21.88,22.81,174.545
125.04,839.38,99.73,42.88,154.87,91.02,96.22,21.91,22.83,174.58
125.11000000000003,839.6649999999998,99.8,42.9,154.91,91.065,96.28,21.92,22.85,174.68
125.11000000000003,839.94,99.82,42.89,154.97999999999996,91.03,96.28,21.94,22.86,174.68
125.07,839.68,99.84,42.89,155.08,91.06,96.3,21.94,22.87,174.565
125.1325,839.76,99.86000000000003,42.9035,155.04,91.11000000000001,96.34,21.99,22.9,174.66
125.14,839.64,99.78,42.89,155.06,91.1,96.34,,22.89,174.63
125.14,839.6,99.85,42.9,155.0101,91.02,96.34,,22.9,174.57499999999996
125.13,839.26,99.85,42.885,154.995,91.01,96.23,21.995,22.905,174.54
125.14,839.36,99.9,42.89,155.02,91.01,96.28,,,174.58
125.12,839.005,,42.87,154.94999999999996,90.98,96.27,,22.905,174.555
125.11000000000003,839.19,99.87,42.88,154.97,90.88,96.23,21.98,22.9,174.58
125.12,839.21,99.84,42.8999,155.06,90.85,,22.01,22.945,174.495
125.11000000000003,839.5299999999999,99.7967,42.895,155.09,90.8499,96.23,22.03,22.95,174.44
125.12,839.47,99.81,42.895,155.0506,90.81,96.23,22.03,22.95,
125.16,840.1599999999999,99.87,42.91,155.13,90.86000000000001,96.31,22.03,22.95,174.61
125.1,839.76,99.83,42.92,155.16,90.73,96.3,22.025,22.93,174.61
,840.14,99.81,42.93,155.25,90.8,96.33,,22.935,174.685
125.09,839.5499999999998,99.79,42.93,155.31,90.76,96.28,22.02,22.96,174.65
125.12,839.69,99.73,42.97,155.43,90.8,,22.035,22.96,174.74
125.14,839.89,99.75,42.99,155.43,90.8,96.295,22.11,23.01,174.74
125.02,839.2999999999998,99.69,42.955,155.39,90.7,96.25,22.05,22.98,174.59
124.99,839.6,99.665,42.96,155.34,90.715,96.29,,22.98,174.66
124.995,840.01,99.6,42.96,155.32,90.79,96.26,22.13,23.03,174.75
124.93,839.7999999999998,99.59,42.93,155.33,90.7,96.24,22.08,23.01,174.69
124.88,839.71,99.63,42.95,155.28,90.67,96.215,,23.005,174.69
124.89,839.74,99.66,42.95,155.235,90.72,96.19,22.08,23.0,174.66
124.88,840.02,99.64,42.95,155.18,90.78,96.2,22.08,23.005,174.60499999999996
124.93,840.45,99.64,42.98,155.22,90.78,96.225,22.08,23.01,174.55
124.89,840.09,99.58,42.97,155.225,90.78,96.14,22.08,23.02,174.39
124.92,840.2899999999998,99.57,42.97,155.25,90.76,96.11000000000003,22.1,23.03,174.34
124.95,840.6699999999998,99.61000000000003,42.995,155.24,90.76,96.12,22.11,23.05,174.38
124.93,840.32,99.63,43.0,155.15,90.75,96.11000000000003,22.12,23.02,174.32
124.93,840.1599999999999,99.641,43.0,155.145,90.7,96.08,22.08,23.02,
124.93,839.5499999999998,99.65,42.98,155.13,90.64,96.03,22.14,23.07,174.27
124.94,839.99,99.69,42.99,155.15,90.67,96.07,22.17,23.09,174.3
124.89,840.0,99.71,43.01,155.17,90.69,96.0999,22.13,23.06,174.47
124.87,839.7,99.68,43.01,155.14,90.64,96.08,22.13,23.07,174.49
124.835,839.7599,99.66,43.01,155.137,90.58,96.07,22.14,23.06,174.37
124.85,839.45,99.63,43.01,155.12,90.505,96.08,22.15,23.1,174.34
124.85,839.1599999999999,99.66,43.005,155.39,90.505,96.135,22.19,23.07,174.32
124.78,839.27,99.62,43.01,155.29,90.55,96.05,22.08,22.99,174.31
124.74,838.83,99.61000000000003,43.01,155.21,90.52,95.98,22.06,22.99,174.51
124.75,838.95,99.59,43.01,155.22999999999996,90.51,95.94,22.11,23.02,174.33
124.74,839.2899,99.56,43.01,155.3,90.57,95.96,22.1,23.01,174.37
124.74,839.1599999999999,99.56,43.01,155.33,90.53,96.01,22.09,23.02,174.35
124.78,839.08,99.59,43.01,155.41,90.49,96.05,22.09,23.01,174.38
124.8,839.21,99.57,43.02,155.46,90.48,96.08,22.1,23.03,174.39
124.78,838.7799999999999,99.5701,43.03,155.39,90.46,96.01,22.09,23.02,174.34
